id,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit
748,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202012,Count
749,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202012,Count
750,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202012,Count
751,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202103,Count
752,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202103,Count
753,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202103,Count
754,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202103,Count
755,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202103,Count
756,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202103,Count
757,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202103,Count
758,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202106,Count
759,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202106,Count
760,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202106,Count
761,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202106,Count
762,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202106,Count
763,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202106,Count
764,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202106,Count
765,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202109,Count
766,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202109,Count
767,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202109,Count
768,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202109,Count
769,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202109,Count
770,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202109,Count
771,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202109,Count
772,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202112,Count
773,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202112,Count
774,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202112,Count
775,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202112,Count
776,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202112,Count
777,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202112,Count
778,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202112,Count
779,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202203,Count
780,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202203,Count
781,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202203,Count
782,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202203,Count
783,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202203,Count
784,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202203,Count
785,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202203,Count
786,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202206,Count
787,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202206,Count
788,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202206,Count
789,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202206,Count
790,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202206,Count
791,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202206,Count
792,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202206,Count
793,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202209,Count
794,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202209,Count
795,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202209,Count
796,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202209,Count
797,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202209,Count
798,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202209,Count
799,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202209,Count
800,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202212,Count
801,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202212,Count
802,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202212,Count
803,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202212,Count
804,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202212,Count
805,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202212,Count
806,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202212,Count
807,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202303,Count
808,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202303,Count
809,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202303,Count
810,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202303,Count
811,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202303,Count
812,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202303,Count
813,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202303,Count
814,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202306,Count
815,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202306,Count
816,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202306,Count
817,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202306,Count
818,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202306,Count
819,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202306,Count
820,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202306,Count
821,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202309,Count
822,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202309,Count
823,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202309,Count
824,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202309,Count
825,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202309,Count
826,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202309,Count
827,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202309,Count
828,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202312,Count
829,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202312,Count
830,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202312,Count
831,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202312,Count
832,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202312,Count
833,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202312,Count
834,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202312,Count
835,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202403,Count
836,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202403,Count
837,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202403,Count
838,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202403,Count
839,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202403,Count
840,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202403,Count
841,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202403,Count
842,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201703,$ (millions)
843,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201703,$ (millions)
844,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201703,$ (millions)
845,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201703,$ (millions)
846,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201703,$ (millions)
847,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201703,$ (millions)
848,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201703,$ (millions)
849,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201706,$ (millions)
850,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201706,$ (millions)
851,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201706,$ (millions)
852,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201706,$ (millions)
853,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201706,$ (millions)
854,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201706,$ (millions)
855,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201706,$ (millions)
856,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201709,$ (millions)
857,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201709,$ (millions)
858,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201709,$ (millions)
859,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201709,$ (millions)
860,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201709,$ (millions)
861,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201709,$ (millions)
862,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201709,$ (millions)
863,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201712,$ (millions)
864,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201712,$ (millions)
865,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201712,$ (millions)
866,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201712,$ (millions)
867,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201712,$ (millions)
868,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201712,$ (millions)
869,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201712,$ (millions)
870,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201803,$ (millions)
871,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201803,$ (millions)
872,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201803,$ (millions)
873,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201803,$ (millions)
874,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201803,$ (millions)
875,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201803,$ (millions)
876,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201803,$ (millions)
877,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201806,$ (millions)
878,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201806,$ (millions)
879,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201806,$ (millions)
880,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201806,$ (millions)
881,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201806,$ (millions)
882,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201806,$ (millions)
883,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201806,$ (millions)
884,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201809,$ (millions)
885,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201809,$ (millions)
886,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201809,$ (millions)
887,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201809,$ (millions)
888,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201809,$ (millions)
889,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201809,$ (millions)
890,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201809,$ (millions)
891,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201812,$ (millions)
892,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201812,$ (millions)
893,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201812,$ (millions)
894,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201812,$ (millions)
895,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201812,$ (millions)
896,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201812,$ (millions)
897,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201812,$ (millions)
898,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201903,$ (millions)
899,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201903,$ (millions)
900,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201903,$ (millions)
901,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201903,$ (millions)
902,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201903,$ (millions)
903,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201903,$ (millions)
904,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201903,$ (millions)
905,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201906,$ (millions)
906,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201906,$ (millions)
907,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201906,$ (millions)
908,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201906,$ (millions)
909,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201906,$ (millions)
910,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201906,$ (millions)
911,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201906,$ (millions)
912,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201909,$ (millions)
913,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201909,$ (millions)
914,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201909,$ (millions)
915,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201909,$ (millions)
916,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201909,$ (millions)
917,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201909,$ (millions)
918,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201909,$ (millions)
919,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201912,$ (millions)
920,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201912,$ (millions)
921,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201912,$ (millions)
922,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201912,$ (millions)
923,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201912,$ (millions)
924,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201912,$ (millions)
925,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201912,$ (millions)
926,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202003,$ (millions)
927,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202003,$ (millions)
928,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202003,$ (millions)
929,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202003,$ (millions)
930,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202003,$ (millions)
931,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202003,$ (millions)
932,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202003,$ (millions)
933,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202006,$ (millions)
934,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202006,$ (millions)
935,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202006,$ (millions)
936,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202006,$ (millions)
937,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202006,$ (millions)
938,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202006,$ (millions)
939,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202006,$ (millions)
940,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202009,$ (millions)
941,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202009,$ (millions)
942,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202009,$ (millions)
943,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202009,$ (millions)
944,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202009,$ (millions)
945,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202009,$ (millions)
946,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202009,$ (millions)
947,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202012,$ (millions)
948,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202012,$ (millions)
949,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202012,$ (millions)
950,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202012,$ (millions)
951,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202012,$ (millions)
952,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202012,$ (millions)
953,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202012,$ (millions)
954,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202103,$ (millions)
955,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202103,$ (millions)
956,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202103,$ (millions)
957,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202103,$ (millions)
958,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202103,$ (millions)
959,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202103,$ (millions)
960,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202103,$ (millions)
961,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202106,$ (millions)
962,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202106,$ (millions)
963,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202106,$ (millions)
964,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202106,$ (millions)
965,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202106,$ (millions)
966,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202106,$ (millions)
967,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202106,$ (millions)
968,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202109,$ (millions)
969,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202109,$ (millions)
970,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202109,$ (millions)
971,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202109,$ (millions)
972,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202109,$ (millions)
973,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202109,$ (millions)
974,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202109,$ (millions)
975,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202112,$ (millions)
976,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202112,$ (millions)
977,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202112,$ (millions)
978,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202112,$ (millions)
979,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202112,$ (millions)
980,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202112,$ (millions)
981,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202112,$ (millions)
982,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202203,$ (millions)
983,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202203,$ (millions)
984,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202203,$ (millions)
985,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202203,$ (millions)
986,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202203,$ (millions)
987,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202203,$ (millions)
